NodeId:0	0.776923076923,,1,15,66,96
NodeId:1	1.23571428571,,37,72
NodeId:10	0.845238095238,,4,6,38,67,78,80
NodeId:11	0.5,,6,28,40,49,51,67,89
NodeId:12	1.29285714286,,24,28,50,55,67,85,98
NodeId:13	0.991666666667,,25,32,33,35,76
NodeId:14	0.4,,36,39,44,62,98
NodeId:15	1.325,,47,70,79,95,97
NodeId:16	0.542857142857,,45,52,67,80
NodeId:17	0.583333333333,,18,39,41,53,63,72,79,99
NodeId:18	1.30238095238,,52,61,62,87
NodeId:19	0.827380952381,,27,33,37,45,92
NodeId:2	1.25119047619,,31,63
NodeId:20	1.28333333333,,7,94
NodeId:21	1.47777777778,,
NodeId:22	1.03571428571,,25,65,72,83,97
NodeId:23	0.616666666667,,92,99
NodeId:24	1.43015873016,,9,10,18,38,55,93,94
NodeId:25	0.87619047619,,63
NodeId:26	0.900000000001,,15,23,28,64
NodeId:27	1.48571428571,,32,68,70,92
NodeId:28	0.946428571428,,21,25,72
NodeId:29	0.792857142857,,18,23,31,36,86
NodeId:3	0.517857142857,,30,42,45,86
NodeId:30	1.0,,80,84,95
NodeId:31	2.32619047619,,29,36,46,49,54,62,70,85
NodeId:32	1.14597069597,,2,3,6,27,47,69,71,91
NodeId:33	0.935714285714,,2,56,58,86
NodeId:34	0.75,,0,7,77,78
NodeId:35	0.67619047619,,12,18,62,64,65,66,83,91
NodeId:36	0.925,,12,20,30,34,61,75,77,99
NodeId:37	1.48525641026,,40,59,71,97
NodeId:38	1.43571428571,,30,41,98
NodeId:39	1.26071428571,,31,43,68,71,92
NodeId:4	0.670634920635,,24,42,46,86
NodeId:40	0.755494505494,,7,71,72,73
NodeId:41	1.12811355311,,44,45,49,66
NodeId:42	0.642857142857,,36,45,70,89,99
NodeId:43	0.792857142857,,4,21,24,56,67,68,80,86,90
NodeId:44	0.69358974359,,17,37,38
NodeId:45	1.76666666667,,18,53,58,83,86,90
NodeId:46	0.767857142857,,78
NodeId:47	0.45,,5,14,52,70,73
NodeId:48	0,,18,39,61,79,89
NodeId:49	1.00952380952,,2,29,31,39,84
NodeId:5	0.56858974359,,2,9,24,50,61,81,98
NodeId:50	0.902380952381,,0,20,46,68
NodeId:51	0.920238095238,,38,45,61,71
NodeId:52	1.06666666667,,27,31,64,91
NodeId:53	0.658333333334,,2,13,65,78,95
NodeId:54	0.85119047619,,12,69,77
NodeId:55	0.595238095238,,10,19,22,25,51,58,62
NodeId:56	0.561111111111,,29,36,80,96,98
NodeId:57	0.735714285714,,86,94,96,98
NodeId:58	0.952380952381,,16,38,71,73,78
NodeId:59	0.5,,10,24,69,92
NodeId:6	0.777380952381,,15,22,58,80
NodeId:60	0.416666666667,,14,49,53,56,65
NodeId:61	0.967857142857,,6,9,18,20,99
NodeId:62	1.09285714286,,11,22,33,91
NodeId:63	2.08333333333,,3,64,65,72
NodeId:64	1.01785714286,,3,27,28,31,33,39,78
NodeId:65	1.1,,27,88
NodeId:66	1.2,,8,19,72,81,83,98
NodeId:67	0.813492063492,,2,26,30,31,32,45
NodeId:68	0.811111111111,,1,6,19,28,40,81,85
NodeId:69	1.07097069597,,12,22,42,46,55,72,88
NodeId:7	1.0,,12,21,38,57,93
NodeId:70	1.11785714286,,20,63,99
NodeId:71	1.525,,15,16,45,84,97
NodeId:72	1.96785714286,,10,49,51,92,93,95
NodeId:73	0.65,,41,50,51,84,92
NodeId:74	0.366666666667,,35,54,84
NodeId:75	0.375,,29,34,37,51,54,65,85,91
NodeId:76	0.7,,9
NodeId:77	0.708333333333,,0,5,32,37,40,41,44,69,79,83,85,86,87
NodeId:78	2.12619047619,,13,19,34,82
NodeId:79	1.10192307692,,0,26,43,74,90
NodeId:8	0.291666666667,,13,41,59,87
NodeId:80	1.45396825397,,31,79
NodeId:81	0.652380952381,,5,21,26,78,93,96
NodeId:82	0.416666666667,,2,23,24,32,52,53
NodeId:83	1.23525641026,,1,4,10,18,27,29,70
NodeId:84	1.26666666667,,9,21
NodeId:85	0.612637362637,,32,54,57,64,69,90,99
NodeId:86	1.5547008547,,11,60,71,95
NodeId:87	0.576923076923,,8,19,20,27,30,47,54,63
NodeId:88	1.14285714286,,21,26,44,50,55,82
NodeId:89	0.792857142857,,16,32,35,38,40,57,58
NodeId:9	1.98571428571,,33,39,41,43,51,69,80
NodeId:90	0.870634920635,,1,26,52,93,96
NodeId:91	0.875,,12,24,66,81,95
NodeId:92	1.89166666667,,22,34,39,57
NodeId:93	0.876190476191,,15,43,66,75
NodeId:94	1.01785714286,,4,17,20,90
NodeId:95	1.35,,76,88
NodeId:96	1.06666666667,,12,13,24,31,60,74
NodeId:97	0.85,,37,50,62,89
NodeId:98	1.43571428571,,5,13,15,28,49,66,92,94
NodeId:99	1.62619047619,,1,83
Iter:	1
